areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
overview,United Kingdom,K02000001,26/05/2020,214,37329
overview,United Kingdom,K02000001,25/05/2020,200,37115
overview,United Kingdom,K02000001,24/05/2020,196,36915
overview,United Kingdom,K02000001,23/05/2020,220,36719
overview,United Kingdom,K02000001,22/05/2020,223,36499
overview,United Kingdom,K02000001,21/05/2020,238,36276
overview,United Kingdom,K02000001,20/05/2020,268,36038
overview,United Kingdom,K02000001,19/05/2020,275,35770
overview,United Kingdom,K02000001,18/05/2020,293,35495
overview,United Kingdom,K02000001,17/05/2020,267,35202
overview,United Kingdom,K02000001,16/05/2020,314,34935
overview,United Kingdom,K02000001,15/05/2020,314,34621
overview,United Kingdom,K02000001,14/05/2020,334,34307
overview,United Kingdom,K02000001,13/05/2020,317,33973
overview,United Kingdom,K02000001,12/05/2020,321,33656
overview,United Kingdom,K02000001,11/05/2020,309,33335
overview,United Kingdom,K02000001,10/05/2020,348,33026
overview,United Kingdom,K02000001,09/05/2020,378,32678
overview,United Kingdom,K02000001,08/05/2020,383,32300
overview,United Kingdom,K02000001,07/05/2020,461,31917
overview,United Kingdom,K02000001,06/05/2020,460,31456
overview,United Kingdom,K02000001,05/05/2020,465,30996
overview,United Kingdom,K02000001,04/05/2020,484,30531
overview,United Kingdom,K02000001,03/05/2020,450,30047
overview,United Kingdom,K02000001,02/05/2020,494,29597
overview,United Kingdom,K02000001,01/05/2020,568,29103
overview,United Kingdom,K02000001,30/04/2020,551,28535
overview,United Kingdom,K02000001,29/04/2020,572,27984
overview,United Kingdom,K02000001,28/04/2020,559,27412
overview,United Kingdom,K02000001,27/04/2020,595,26853
overview,United Kingdom,K02000001,26/04/2020,633,26258
overview,United Kingdom,K02000001,25/04/2020,647,25625
overview,United Kingdom,K02000001,24/04/2020,683,24978
overview,United Kingdom,K02000001,23/04/2020,678,24295
overview,United Kingdom,K02000001,22/04/2020,731,23617
overview,United Kingdom,K02000001,21/04/2020,745,22886
overview,United Kingdom,K02000001,20/04/2020,783,22141
overview,United Kingdom,K02000001,19/04/2020,768,21358
overview,United Kingdom,K02000001,18/04/2020,800,20590
overview,United Kingdom,K02000001,17/04/2020,819,19790
overview,United Kingdom,K02000001,16/04/2020,843,18971
overview,United Kingdom,K02000001,15/04/2020,878,18128
overview,United Kingdom,K02000001,14/04/2020,857,17250
overview,United Kingdom,K02000001,13/04/2020,896,16393
overview,United Kingdom,K02000001,12/04/2020,958,15497
overview,United Kingdom,K02000001,11/04/2020,956,14539
overview,United Kingdom,K02000001,10/04/2020,944,13583
overview,United Kingdom,K02000001,09/04/2020,1001,12639
overview,United Kingdom,K02000001,08/04/2020,1076,11638
overview,United Kingdom,K02000001,07/04/2020,999,10562
overview,United Kingdom,K02000001,06/04/2020,895,9563
overview,United Kingdom,K02000001,05/04/2020,917,8668
overview,United Kingdom,K02000001,04/04/2020,906,7751
overview,United Kingdom,K02000001,03/04/2020,840,6845
overview,United Kingdom,K02000001,02/04/2020,806,6005
overview,United Kingdom,K02000001,01/04/2020,769,5199
overview,United Kingdom,K02000001,31/03/2020,661,4430
overview,United Kingdom,K02000001,30/03/2020,590,3769
overview,United Kingdom,K02000001,29/03/2020,506,3179
overview,United Kingdom,K02000001,28/03/2020,436,2673
overview,United Kingdom,K02000001,27/03/2020,398,2237
overview,United Kingdom,K02000001,26/03/2020,362,1839
overview,United Kingdom,K02000001,25/03/2020,303,1477
overview,United Kingdom,K02000001,24/03/2020,237,1174
overview,United Kingdom,K02000001,23/03/2020,186,937
overview,United Kingdom,K02000001,22/03/2020,164,751
overview,United Kingdom,K02000001,21/03/2020,130,587
overview,United Kingdom,K02000001,20/03/2020,109,457
overview,United Kingdom,K02000001,19/03/2020,73,348
overview,United Kingdom,K02000001,18/03/2020,68,275
overview,United Kingdom,K02000001,17/03/2020,52,207
overview,United Kingdom,K02000001,16/03/2020,47,155
overview,United Kingdom,K02000001,15/03/2020,32,108
overview,United Kingdom,K02000001,14/03/2020,22,76
overview,United Kingdom,K02000001,13/03/2020,16,54
overview,United Kingdom,K02000001,12/03/2020,13,38
overview,United Kingdom,K02000001,11/03/2020,8,25
overview,United Kingdom,K02000001,10/03/2020,3,17
overview,United Kingdom,K02000001,09/03/2020,5,14
overview,United Kingdom,K02000001,08/03/2020,3,9
overview,United Kingdom,K02000001,07/03/2020,0,6
overview,United Kingdom,K02000001,06/03/2020,0,6
overview,United Kingdom,K02000001,05/03/2020,3,6
overview,United Kingdom,K02000001,04/03/2020,0,3
overview,United Kingdom,K02000001,03/03/2020,2,3
overview,United Kingdom,K02000001,02/03/2020,1,1
