areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,23/02/2020,2,18
overview,United Kingdom,K02000001,22/02/2020,0,16
overview,United Kingdom,K02000001,21/02/2020,2,16
overview,United Kingdom,K02000001,20/02/2020,0,14
overview,United Kingdom,K02000001,19/02/2020,0,14
overview,United Kingdom,K02000001,18/02/2020,0,14
overview,United Kingdom,K02000001,17/02/2020,0,14
overview,United Kingdom,K02000001,16/02/2020,0,14
overview,United Kingdom,K02000001,15/02/2020,0,14
overview,United Kingdom,K02000001,14/02/2020,0,14
overview,United Kingdom,K02000001,13/02/2020,0,14
overview,United Kingdom,K02000001,12/02/2020,0,14
overview,United Kingdom,K02000001,11/02/2020,3,14
overview,United Kingdom,K02000001,10/02/2020,1,11
overview,United Kingdom,K02000001,09/02/2020,1,10
overview,United Kingdom,K02000001,08/02/2020,3,9
overview,United Kingdom,K02000001,07/02/2020,0,6
overview,United Kingdom,K02000001,06/02/2020,0,6
overview,United Kingdom,K02000001,05/02/2020,1,6
overview,United Kingdom,K02000001,04/02/2020,0,5
overview,United Kingdom,K02000001,03/02/2020,3,5
overview,United Kingdom,K02000001,02/02/2020,1,2
overview,United Kingdom,K02000001,01/02/2020,0,1
overview,United Kingdom,K02000001,31/01/2020,0,1
overview,United Kingdom,K02000001,30/01/2020,1,1
