areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,10/03/2020,266,890
overview,United Kingdom,K02000001,09/03/2020,147,624
overview,United Kingdom,K02000001,08/03/2020,57,477
overview,United Kingdom,K02000001,07/03/2020,68,420
overview,United Kingdom,K02000001,06/03/2020,81,352
overview,United Kingdom,K02000001,05/03/2020,50,271
overview,United Kingdom,K02000001,04/03/2020,56,221
overview,United Kingdom,K02000001,03/03/2020,57,165
overview,United Kingdom,K02000001,02/03/2020,39,108
overview,United Kingdom,K02000001,01/03/2020,22,69
overview,United Kingdom,K02000001,29/02/2020,5,47
overview,United Kingdom,K02000001,28/02/2020,12,42
overview,United Kingdom,K02000001,27/02/2020,8,30
overview,United Kingdom,K02000001,26/02/2020,4,22
overview,United Kingdom,K02000001,25/02/2020,5,18
overview,United Kingdom,K02000001,24/02/2020,2,13
overview,United Kingdom,K02000001,23/02/2020,1,11
overview,United Kingdom,K02000001,22/02/2020,0,10
overview,United Kingdom,K02000001,21/02/2020,1,10
overview,United Kingdom,K02000001,20/02/2020,0,9
overview,United Kingdom,K02000001,19/02/2020,0,9
overview,United Kingdom,K02000001,18/02/2020,0,9
overview,United Kingdom,K02000001,17/02/2020,0,9
overview,United Kingdom,K02000001,16/02/2020,0,9
overview,United Kingdom,K02000001,15/02/2020,0,9
overview,United Kingdom,K02000001,14/02/2020,0,9
overview,United Kingdom,K02000001,13/02/2020,0,9
overview,United Kingdom,K02000001,12/02/2020,0,9
overview,United Kingdom,K02000001,11/02/2020,1,9
overview,United Kingdom,K02000001,10/02/2020,0,8
overview,United Kingdom,K02000001,09/02/2020,1,8
overview,United Kingdom,K02000001,08/02/2020,4,7
overview,United Kingdom,K02000001,07/02/2020,0,3
overview,United Kingdom,K02000001,06/02/2020,0,3
overview,United Kingdom,K02000001,05/02/2020,1,3
overview,United Kingdom,K02000001,04/02/2020,0,2
overview,United Kingdom,K02000001,03/02/2020,0,2
overview,United Kingdom,K02000001,02/02/2020,0,2
overview,United Kingdom,K02000001,01/02/2020,0,2
overview,United Kingdom,K02000001,31/01/2020,0,2
overview,United Kingdom,K02000001,30/01/2020,2,2
